,시험명,전체,국어,영어,수학,과학,사회,역사,평균
824,AI진단평가,395,58.0,79.0,51.0,71.0,90.0,46.0,65.83333333333333
825,AI진단평가,405,100.0,100.0,100.0,67.0,38.0,,81.0
826,AI진단평가,150,75.0,75.0,0.0,,0.0,,37.5
827,AI진단평가,351,100.0,68.0,51.0,61.0,71.0,,70.2
828,AI진단평가,406,86.0,100.0,74.0,56.0,90.0,,81.2
829,AI진단평가,240,40.0,36.0,60.0,71.0,33.0,,48.0
830,AI진단평가,154,40.0,18.0,28.0,30.0,38.0,0.0,25.666666666666668
831,AI진단평가,570,93.0,93.0,94.0,100.0,100.0,90.0,95.0
832,AI진단평가,518,93.0,86.0,88.0,71.0,90.0,90.0,86.33333333333333
833,AI진단평가,495,93.0,100.0,82.0,48.0,90.0,82.0,82.5
834,AI진단평가,387,75.0,86.0,65.0,90.0,71.0,,77.4
835,AI진단평가,445,93.0,93.0,88.0,100.0,71.0,,89.0
836,AI진단평가,346,100.0,79.0,77.0,0.0,90.0,0.0,57.66666666666666
837,AI진단평가,427,68.0,100.0,88.0,71.0,100.0,,85.4
838,AI진단평가,392,79.0,68.0,55.0,90.0,100.0,,78.4
839,AI진단평가,319,93.0,86.0,94.0,,46.0,,79.75
840,AI진단평가,61,61.0,0.0,0.0,,0.0,,15.25
841,AI진단평가,382,68.0,79.0,82.0,53.0,100.0,,76.4
842,AI진단평가,364,100.0,100.0,74.0,,90.0,,91.0
843,AI진단평가,145,29.0,72.0,14.0,,30.0,,36.25
844,AI진단평가,226,93.0,79.0,54.0,,0.0,,56.5
845,AI진단평가,86,86.0,0.0,0.0,,0.0,,21.5
846,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
847,AI진단평가,569,100.0,100.0,100.0,79.0,100.0,90.0,94.83333333333331
848,AI진단평가,290,54.0,61.0,37.0,67.0,71.0,,58.0
849,AI진단평가,11,11.0,0.0,0.0,0.0,0.0,,2.2
850,AI진단평가,441,100.0,93.0,68.0,71.0,38.0,71.0,73.5
851,AI진단평가,381,100.0,93.0,88.0,,100.0,,95.25
852,AI진단평가,336,79.0,79.0,51.0,48.0,79.0,,67.2
853,AI진단평가,464,72.0,86.0,76.0,69.0,61.0,100.0,77.33333333333333
854,AI진단평가,301,79.0,93.0,23.0,61.0,45.0,,60.2
855,AI진단평가,270,61.0,93.0,37.0,,79.0,,67.5
856,AI진단평가,455,86.0,93.0,94.0,82.0,100.0,,91.0
857,AI진단평가,86,86.0,0.0,0.0,,0.0,,21.5
858,AI진단평가,375,100.0,93.0,82.0,,100.0,,93.75
859,AI진단평가,406,100.0,86.0,65.0,61.0,38.0,56.0,67.66666666666667
860,AI진단평가,285,18.0,72.0,52.0,53.0,90.0,,57.0
861,AI진단평가,330,93.0,93.0,62.0,0.0,82.0,,66.0
862,AI진단평가,179,93.0,86.0,0.0,0.0,0.0,,35.8
863,AI진단평가,391,93.0,86.0,63.0,67.0,82.0,,78.2
864,AI진단평가,372,93.0,100.0,77.0,23.0,79.0,0.0,62.0
865,AI진단평가,297,86.0,65.0,42.0,33.0,71.0,,59.4
866,AI진단평가,316,100.0,65.0,51.0,,100.0,,79.0
867,AI진단평가,317,86.0,54.0,57.0,53.0,67.0,,63.4
868,AI진단평가,257,75.0,51.0,18.0,23.0,90.0,,51.4
869,AI진단평가,312,54.0,79.0,55.0,53.0,71.0,0.0,52.0
870,AI진단평가,328,86.0,68.0,51.0,100.0,23.0,,65.6
871,AI진단평가,285,86.0,68.0,60.0,,71.0,,71.25
872,AI진단평가,503,100.0,86.0,77.0,79.0,100.0,61.0,83.83333333333333
873,AI진단평가,527,72.0,93.0,100.0,82.0,90.0,90.0,87.83333333333333
874,AI진단평가,257,100.0,100.0,57.0,0.0,0.0,,51.4
875,AI진단평가,317,36.0,54.0,56.0,71.0,100.0,,63.4
876,AI진단평가,435,86.0,100.0,77.0,90.0,82.0,,87.0
877,AI진단평가,408,65.0,86.0,88.0,79.0,90.0,,81.6
878,AI진단평가,541,100.0,86.0,76.0,100.0,79.0,100.0,90.16666666666669
879,AI진단평가,470,86.0,100.0,57.0,100.0,71.0,56.0,78.33333333333333
880,AI진단평가,467,100.0,93.0,94.0,90.0,90.0,,93.4
881,AI진단평가,371,93.0,100.0,88.0,,90.0,,92.75
882,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
883,AI진단평가,396,58.0,93.0,94.0,61.0,90.0,,79.2
884,AI진단평가,298,65.0,79.0,71.0,53.0,30.0,,59.6
885,AI진단평가,148,65.0,22.0,46.0,,15.0,,37.0
886,AI진단평가,254,36.0,47.0,57.0,53.0,61.0,,50.8
887,AI진단평가,465,86.0,100.0,100.0,79.0,100.0,0.0,77.5
888,AI진단평가,33,33.0,0.0,0.0,0.0,0.0,,6.6
889,AI진단평가,441,54.0,93.0,94.0,100.0,100.0,,88.2
890,AI진단평가,380,86.0,100.0,56.0,48.0,90.0,,76.0
891,AI진단평가,367,93.0,93.0,46.0,45.0,90.0,,73.4
892,AI진단평가,380,86.0,93.0,89.0,56.0,56.0,,76.0
893,AI진단평가,101,29.0,72.0,0.0,,0.0,,25.25
894,AI진단평가,370,93.0,79.0,63.0,45.0,67.0,23.0,61.66666666666666
895,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
896,AI진단평가,492,65.0,86.0,94.0,90.0,67.0,90.0,82.0
897,AI진단평가,501,100.0,100.0,94.0,56.0,90.0,61.0,83.5
898,AI진단평가,340,86.0,86.0,82.0,53.0,33.0,,68.0
899,AI진단평가,331,61.0,93.0,47.0,30.0,100.0,,66.2
900,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
901,AI진단평가,331,86.0,79.0,66.0,,100.0,,82.75
902,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
903,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
904,AI진단평가,394,100.0,93.0,100.0,63.0,38.0,,78.8
905,AI진단평가,518,100.0,100.0,88.0,71.0,90.0,69.0,86.33333333333333
906,AI진단평가,296,93.0,93.0,57.0,38.0,15.0,,59.2
907,AI진단평가,294,86.0,93.0,77.0,,38.0,,73.5
908,AI진단평가,548,100.0,93.0,94.0,79.0,100.0,82.0,91.33333333333331
909,AI진단평가,392,79.0,86.0,74.0,53.0,100.0,,78.4
910,AI진단평가,335,86.0,61.0,46.0,67.0,30.0,45.0,55.833333333333336
911,AI진단평가,327,86.0,86.0,94.0,,61.0,,81.75
912,AI진단평가,175,72.0,18.0,37.0,,48.0,,43.75
913,AI진단평가,79,79.0,0.0,0.0,0.0,0.0,,15.8
914,AI진단평가,389,75.0,86.0,57.0,71.0,100.0,,77.8
915,AI진단평가,179,93.0,86.0,0.0,,0.0,,44.75
916,AI진단평가,365,65.0,100.0,100.0,,100.0,,91.25
917,AI진단평가,453,93.0,86.0,74.0,100.0,100.0,,90.6
918,AI진단평가,387,100.0,93.0,94.0,,100.0,,96.75
919,AI진단평가,447,100.0,72.0,74.0,61.0,79.0,61.0,74.5
920,AI진단평가,337,86.0,79.0,82.0,,90.0,,84.25
921,AI진단평가,399,79.0,54.0,76.0,100.0,90.0,,79.8
922,AI진단평가,341,100.0,79.0,83.0,,79.0,,85.25
923,AI진단평가,308,44.0,93.0,43.0,38.0,90.0,,61.6
924,AI진단평가,47,47.0,0.0,0.0,,0.0,,11.75
925,AI진단평가,424,100.0,100.0,94.0,30.0,100.0,,84.8
926,AI진단평가,521,100.0,93.0,100.0,90.0,100.0,38.0,86.83333333333333
927,AI진단평가,461,100.0,100.0,100.0,71.0,90.0,,92.2
928,AI진단평가,548,93.0,93.0,82.0,100.0,90.0,90.0,91.33333333333331
929,AI진단평가,137,51.0,86.0,0.0,0.0,0.0,,27.4
930,AI진단평가,423,100.0,93.0,88.0,71.0,38.0,33.0,70.5
931,AI진단평가,286,100.0,47.0,68.0,,71.0,,71.5
932,AI진단평가,386,93.0,93.0,100.0,,100.0,,96.5
933,AI진단평가,311,86.0,61.0,51.0,23.0,90.0,,62.2
934,AI진단평가,357,58.0,79.0,62.0,79.0,79.0,,71.4
935,AI진단평가,353,29.0,100.0,76.0,48.0,100.0,,70.6
936,AI진단평가,378,86.0,68.0,71.0,90.0,63.0,,75.6
937,AI진단평가,363,86.0,79.0,48.0,71.0,79.0,,72.6
938,AI진단평가,101,33.0,40.0,28.0,,0.0,,25.25
939,AI진단평가,384,79.0,72.0,74.0,69.0,90.0,,76.8
940,AI진단평가,282,93.0,18.0,71.0,,100.0,,70.5
941,AI진단평가,356,36.0,75.0,82.0,63.0,100.0,,71.2
942,AI진단평가,163,36.0,47.0,27.0,,53.0,,40.75
943,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
944,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
945,AI진단평가,65,47.0,0.0,18.0,0.0,0.0,,13.0
946,AI진단평가,222,51.0,0.0,28.0,82.0,61.0,,44.4
947,AI진단평가,294,65.0,93.0,83.0,,53.0,,73.5
948,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
949,AI진단평가,76,65.0,11.0,0.0,0.0,0.0,0.0,12.666666666666666
950,AI진단평가,380,79.0,93.0,65.0,53.0,90.0,,76.0
951,AI진단평가,320,93.0,61.0,76.0,,90.0,,80.0
952,AI진단평가,393,100.0,86.0,57.0,71.0,79.0,,78.6
953,AI진단평가,363,100.0,86.0,42.0,90.0,30.0,15.0,60.5
954,AI진단평가,372,93.0,79.0,100.0,,100.0,,93.0
955,AI진단평가,207,22.0,100.0,32.0,,53.0,,51.75
956,AI진단평가,440,100.0,86.0,82.0,82.0,90.0,,88.0
957,AI진단평가,392,86.0,100.0,100.0,61.0,45.0,,78.4
958,AI진단평가,69,22.0,47.0,0.0,0.0,0.0,,13.8
959,AI진단평가,186,93.0,93.0,0.0,0.0,0.0,,37.2
960,AI진단평가,380,93.0,93.0,94.0,0.0,100.0,,76.0
961,AI진단평가,350,93.0,75.0,37.0,45.0,100.0,,70.0
962,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
963,AI진단평가,318,93.0,50.0,55.0,38.0,82.0,,63.6
964,AI진단평가,378,93.0,51.0,28.0,63.0,90.0,53.0,63.0
965,AI진단평가,154,86.0,68.0,0.0,0.0,0.0,,30.8
966,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
967,AI진단평가,195,86.0,43.0,28.0,38.0,0.0,,39.0
968,AI진단평가,400,93.0,93.0,100.0,53.0,61.0,,80.0
969,AI진단평가,345,50.0,79.0,55.0,61.0,100.0,,69.0
970,AI진단평가,351,100.0,100.0,51.0,,100.0,,87.75
971,AI진단평가,18,18.0,0.0,0.0,0.0,0.0,,3.6
972,AI진단평가,339,100.0,79.0,60.0,,100.0,,84.75
973,AI진단평가,158,86.0,72.0,0.0,,0.0,,39.5
974,AI진단평가,239,79.0,61.0,46.0,30.0,23.0,,47.8
975,AI진단평가,386,100.0,61.0,43.0,82.0,100.0,,77.2
976,AI진단평가,448,93.0,100.0,88.0,67.0,100.0,,89.6
977,AI진단평가,372,79.0,100.0,94.0,38.0,61.0,,74.4
978,AI진단평가,239,61.0,25.0,60.0,30.0,63.0,,47.8
979,AI진단평가,25,25.0,0.0,0.0,,0.0,0.0,5.0
980,AI진단평가,314,93.0,86.0,68.0,,67.0,0.0,62.8
981,AI진단평가,481,100.0,93.0,88.0,100.0,100.0,,96.2
982,AI진단평가,286,58.0,86.0,52.0,,90.0,,71.5
983,AI진단평가,147,86.0,61.0,0.0,0.0,0.0,,29.4
984,AI진단평가,428,61.0,79.0,60.0,67.0,100.0,61.0,71.33333333333333
985,AI진단평가,123,36.0,18.0,9.0,30.0,30.0,,24.6
986,AI진단평가,218,93.0,11.0,61.0,,53.0,,54.5
987,AI진단평가,387,58.0,79.0,51.0,53.0,90.0,56.0,64.5
988,AI진단평가,86,36.0,50.0,0.0,0.0,0.0,0.0,14.333333333333334
989,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
990,AI진단평가,206,40.0,65.0,48.0,30.0,23.0,0.0,34.333333333333336
991,AI진단평가,486,93.0,93.0,88.0,82.0,30.0,100.0,81.0
992,AI진단평가,172,79.0,93.0,0.0,,0.0,,43.0
993,AI진단평가,359,93.0,86.0,37.0,53.0,90.0,0.0,59.833333333333336
994,AI진단평가,341,86.0,93.0,80.0,,82.0,,85.25
995,AI진단평가,193,100.0,93.0,0.0,0.0,0.0,,38.6
996,AI진단평가,339,58.0,100.0,68.0,53.0,45.0,15.0,56.5
997,AI진단평가,367,75.0,72.0,77.0,53.0,90.0,,73.4
998,AI진단평가,359,100.0,93.0,76.0,,90.0,,89.75
999,AI진단평가,195,86.0,86.0,23.0,,0.0,,48.75
1000,AI진단평가,268,79.0,0.0,36.0,63.0,90.0,,53.6
1001,AI진단평가,443,86.0,93.0,82.0,82.0,100.0,,88.6
1002,AI진단평가,29,29.0,0.0,0.0,,0.0,,7.25
1003,AI진단평가,435,100.0,72.0,77.0,48.0,90.0,48.0,72.5
1004,AI진단평가,316,100.0,93.0,78.0,30.0,15.0,,63.2
1005,AI진단평가,419,86.0,79.0,55.0,71.0,90.0,38.0,69.83333333333333
1006,AI진단평가,346,86.0,72.0,88.0,,100.0,,86.5
1007,AI진단평가,437,93.0,93.0,100.0,90.0,61.0,,87.4
1008,AI진단평가,415,86.0,86.0,82.0,71.0,90.0,,83.0
1009,AI진단평가,458,100.0,93.0,40.0,90.0,79.0,56.0,76.33333333333333
1010,AI진단평가,434,93.0,93.0,77.0,71.0,100.0,,86.8
1011,AI진단평가,338,100.0,61.0,77.0,,100.0,,84.5
1012,AI진단평가,544,100.0,93.0,94.0,90.0,100.0,67.0,90.66666666666669
1013,AI진단평가,442,68.0,54.0,88.0,71.0,90.0,71.0,73.66666666666667
1014,AI진단평가,234,79.0,93.0,62.0,0.0,0.0,,46.8
1015,AI진단평가,317,100.0,93.0,34.0,,90.0,,79.25
1016,AI진단평가,399,72.0,93.0,88.0,67.0,79.0,,79.8
1017,AI진단평가,340,100.0,79.0,71.0,,90.0,,85.0
1018,AI진단평가,387,86.0,93.0,94.0,53.0,61.0,,77.4
1019,AI진단평가,332,75.0,93.0,74.0,,90.0,,83.0
1020,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1021,AI진단평가,357,93.0,79.0,32.0,38.0,100.0,15.0,59.5
1022,AI진단평가,472,86.0,93.0,76.0,71.0,100.0,46.0,78.66666666666667
1023,AI진단평가,362,100.0,58.0,56.0,48.0,100.0,,72.4
1024,AI진단평가,422,79.0,100.0,100.0,90.0,53.0,,84.4
1025,AI진단평가,199,22.0,43.0,43.0,53.0,38.0,,39.8
1026,AI진단평가,409,100.0,93.0,34.0,82.0,100.0,,81.8
1027,AI진단평가,154,86.0,68.0,0.0,0.0,0.0,,30.8
1028,AI진단평가,202,79.0,33.0,0.0,,90.0,,50.5
1029,AI진단평가,456,86.0,100.0,88.0,82.0,100.0,,91.2
1030,AI진단평가,229,58.0,72.0,51.0,,48.0,,57.25
1031,AI진단평가,399,93.0,93.0,88.0,46.0,79.0,,79.8
1032,AI진단평가,428,100.0,86.0,70.0,82.0,90.0,0.0,71.33333333333333
1033,AI진단평가,493,93.0,86.0,82.0,53.0,79.0,100.0,82.16666666666667
1034,AI진단평가,385,36.0,100.0,51.0,48.0,79.0,71.0,64.16666666666667
1035,AI진단평가,245,43.0,36.0,42.0,53.0,71.0,,49.0
1036,AI진단평가,410,79.0,86.0,76.0,69.0,100.0,,82.0
1037,AI진단평가,364,100.0,79.0,27.0,23.0,56.0,79.0,60.66666666666666
1038,AI진단평가,399,79.0,75.0,55.0,100.0,90.0,,79.8
1039,AI진단평가,416,100.0,93.0,62.0,61.0,100.0,,83.2
1040,AI진단평가,329,93.0,93.0,82.0,,61.0,,82.25
1041,AI진단평가,287,68.0,86.0,28.0,0.0,90.0,15.0,47.833333333333336
1042,AI진단평가,129,93.0,36.0,0.0,,0.0,,32.25
1043,AI진단평가,314,93.0,36.0,50.0,45.0,90.0,,62.8
1044,AI진단평가,262,100.0,79.0,68.0,15.0,0.0,,52.4
1045,AI진단평가,304,86.0,79.0,68.0,,71.0,,76.0
1046,AI진단평가,299,51.0,54.0,46.0,48.0,100.0,,59.8
1047,AI진단평가,172,86.0,86.0,0.0,0.0,0.0,,34.4
1048,AI진단평가,263,100.0,54.0,41.0,15.0,30.0,23.0,43.833333333333336
1049,AI진단평가,313,79.0,79.0,65.0,0.0,90.0,,62.6
1050,AI진단평가,369,93.0,100.0,76.0,,100.0,,92.25
1051,AI진단평가,384,72.0,86.0,47.0,,100.0,79.0,76.8
1052,AI진단평가,192,40.0,11.0,51.0,,90.0,,48.0
1053,AI진단평가,476,86.0,86.0,76.0,67.0,100.0,61.0,79.33333333333333
1054,AI진단평가,412,79.0,100.0,72.0,61.0,100.0,,82.4
1055,AI진단평가,347,86.0,93.0,68.0,,100.0,,86.75
1056,AI진단평가,147,86.0,61.0,0.0,0.0,0.0,,29.4
1057,AI진단평가,115,29.0,86.0,0.0,,0.0,,28.75
1058,AI진단평가,186,86.0,100.0,0.0,0.0,0.0,,37.2
1059,AI진단평가,438,65.0,79.0,94.0,100.0,100.0,,87.6
1060,AI진단평가,339,79.0,79.0,46.0,45.0,90.0,,67.8
1061,AI진단평가,299,79.0,86.0,63.0,,71.0,,74.75
1062,AI진단평가,304,93.0,68.0,76.0,,67.0,,76.0
1063,AI진단평가,36,36.0,0.0,0.0,,0.0,0.0,7.2
1064,AI진단평가,443,100.0,79.0,82.0,82.0,100.0,,88.6
1065,AI진단평가,354,86.0,100.0,68.0,,100.0,,88.5
1066,AI진단평가,356,86.0,93.0,77.0,,100.0,,89.0
1067,AI진단평가,341,47.0,93.0,94.0,61.0,46.0,,68.2
1068,AI진단평가,344,68.0,54.0,51.0,71.0,100.0,0.0,57.333333333333336
1069,AI진단평가,257,58.0,36.0,51.0,56.0,56.0,,51.4
1070,AI진단평가,380,93.0,86.0,74.0,48.0,79.0,,76.0
1071,AI진단평가,394,100.0,79.0,62.0,71.0,82.0,,78.8
1072,AI진단평가,172,93.0,79.0,0.0,0.0,0.0,,34.4
1073,AI진단평가,434,93.0,93.0,76.0,82.0,90.0,,86.8
1074,AI진단평가,485,65.0,86.0,94.0,71.0,90.0,79.0,80.83333333333333
1075,AI진단평가,372,86.0,72.0,94.0,90.0,30.0,,74.4
1076,AI진단평가,151,0.0,29.0,32.0,,90.0,,37.75
1077,AI진단평가,414,86.0,79.0,77.0,82.0,90.0,,82.8
1078,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1079,AI진단평가,367,93.0,100.0,74.0,,100.0,,91.75
1080,AI진단평가,316,47.0,79.0,62.0,38.0,90.0,,63.2
1081,AI진단평가,353,86.0,93.0,74.0,,100.0,,88.25
1082,AI진단평가,390,93.0,93.0,56.0,48.0,100.0,,78.0
1083,AI진단평가,474,86.0,61.0,94.0,82.0,90.0,61.0,79.0
1084,AI진단평가,269,25.0,79.0,65.0,,100.0,,67.25
1085,AI진단평가,367,100.0,100.0,77.0,,90.0,,91.75
1086,AI진단평가,248,61.0,93.0,94.0,,0.0,,62.0
1087,AI진단평가,347,79.0,86.0,82.0,,100.0,,86.75
1088,AI진단평가,496,93.0,100.0,71.0,71.0,100.0,61.0,82.66666666666667
1089,AI진단평가,535,72.0,79.0,94.0,100.0,90.0,100.0,89.16666666666667
1090,AI진단평가,482,100.0,100.0,100.0,82.0,100.0,,96.4
1091,AI진단평가,200,54.0,61.0,37.0,33.0,15.0,0.0,33.333333333333336
1092,AI진단평가,286,11.0,93.0,82.0,,100.0,,71.5
1093,AI진단평가,385,65.0,86.0,88.0,,100.0,46.0,77.0
1094,AI진단평가,390,93.0,75.0,94.0,61.0,67.0,,78.0
1095,AI진단평가,279,61.0,86.0,71.0,,61.0,,69.75
1096,AI진단평가,129,100.0,29.0,0.0,0.0,0.0,,25.8
1097,AI진단평가,335,79.0,61.0,57.0,48.0,90.0,,67.0
1098,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1099,AI진단평가,369,51.0,93.0,62.0,63.0,100.0,,73.8
1100,AI진단평가,54,54.0,0.0,0.0,0.0,0.0,,10.8
1101,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1102,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1103,AI진단평가,403,86.0,93.0,63.0,100.0,61.0,,80.6
1104,AI진단평가,391,86.0,72.0,82.0,61.0,90.0,,78.2
1105,AI진단평가,375,79.0,100.0,62.0,71.0,63.0,,75.0
1106,AI진단평가,361,40.0,68.0,63.0,100.0,90.0,,72.2
1107,AI진단평가,333,86.0,100.0,76.0,,71.0,,83.25
1108,AI진단평가,354,93.0,68.0,51.0,71.0,71.0,,70.8
1109,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1110,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1111,AI진단평가,329,93.0,86.0,60.0,,90.0,,82.25
1112,AI진단평가,246,86.0,93.0,52.0,,15.0,,61.5
1113,AI진단평가,400,93.0,65.0,46.0,53.0,90.0,53.0,66.66666666666667
1114,AI진단평가,340,68.0,86.0,52.0,71.0,63.0,,68.0
1115,AI진단평가,553,86.0,93.0,94.0,100.0,90.0,90.0,92.16666666666669
1116,AI진단평가,316,86.0,72.0,58.0,,100.0,,79.0
1117,AI진단평가,299,79.0,93.0,82.0,,45.0,,74.75
1118,AI진단평가,86,75.0,11.0,0.0,0.0,0.0,,17.2
1119,AI진단평가,376,86.0,100.0,100.0,,90.0,,94.0
1120,AI진단평가,54,54.0,0.0,0.0,,0.0,,13.5
1121,AI진단평가,379,93.0,86.0,100.0,,100.0,,94.75
1122,AI진단평가,341,72.0,79.0,100.0,,90.0,0.0,68.2
1123,AI진단평가,399,100.0,93.0,37.0,69.0,100.0,,79.8
1124,AI진단평가,340,93.0,86.0,82.0,,79.0,,85.0
1125,AI진단평가,179,93.0,86.0,0.0,,0.0,,44.75
1126,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1127,AI진단평가,289,100.0,100.0,28.0,,61.0,,72.25
1128,AI진단평가,327,47.0,86.0,71.0,56.0,67.0,,65.4
1129,AI진단평가,455,93.0,79.0,65.0,90.0,61.0,67.0,75.83333333333333
1130,AI진단평가,312,93.0,72.0,42.0,15.0,90.0,0.0,52.0
1131,AI진단평가,422,86.0,86.0,71.0,79.0,100.0,,84.4
1132,AI진단평가,343,93.0,68.0,29.0,53.0,100.0,,68.6
1133,AI진단평가,322,86.0,68.0,68.0,,100.0,,80.5
1134,AI진단평가,323,47.0,72.0,51.0,53.0,100.0,,64.6
1135,AI진단평가,306,86.0,72.0,77.0,,71.0,,76.5
1136,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1137,AI진단평가,398,100.0,86.0,82.0,48.0,82.0,,79.6
1138,AI진단평가,172,100.0,72.0,0.0,,0.0,,43.0
1139,AI진단평가,423,93.0,93.0,76.0,79.0,82.0,,84.6
1140,AI진단평가,61,61.0,,,,,,61.0
1141,AI진단평가,309,86.0,68.0,76.0,,79.0,,77.25
1142,AI진단평가,488,100.0,79.0,82.0,100.0,79.0,48.0,81.33333333333333
1143,AI진단평가,249,75.0,75.0,51.0,,48.0,,62.25
1144,AI진단평가,248,86.0,54.0,9.0,23.0,61.0,15.0,41.333333333333336
1145,AI진단평가,180,58.0,54.0,68.0,0.0,0.0,,36.0
1146,AI진단평가,432,72.0,79.0,82.0,67.0,79.0,53.0,72.0
1147,AI진단평가,384,86.0,93.0,38.0,67.0,100.0,,76.8
1148,AI진단평가,510,93.0,100.0,56.0,71.0,100.0,90.0,85.0
1149,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1150,AI진단평가,419,86.0,86.0,57.0,100.0,90.0,,83.8
1151,AI진단평가,355,58.0,86.0,76.0,45.0,90.0,,71.0
1152,AI진단평가,433,93.0,61.0,72.0,79.0,90.0,38.0,72.16666666666667
1153,AI진단평가,396,100.0,93.0,88.0,,100.0,15.0,79.2
1154,AI진단평가,568,86.0,100.0,100.0,82.0,100.0,100.0,94.66666666666669
1155,AI진단평가,408,79.0,100.0,94.0,45.0,90.0,,81.6
1156,AI진단평가,179,93.0,86.0,0.0,0.0,0.0,,35.8
1157,AI진단평가,259,36.0,54.0,83.0,48.0,38.0,0.0,43.16666666666666
1158,AI진단평가,269,93.0,100.0,76.0,,0.0,,67.25
1159,AI진단평가,477,93.0,93.0,74.0,71.0,100.0,46.0,79.5
1160,AI진단평가,158,86.0,72.0,0.0,0.0,0.0,,31.6
1161,AI진단평가,261,93.0,40.0,57.0,,71.0,,65.25
1162,AI진단평가,168,100.0,68.0,0.0,0.0,0.0,,33.6
1163,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1164,AI진단평가,540,86.0,93.0,82.0,100.0,100.0,79.0,90.0
1165,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1166,AI진단평가,153,86.0,25.0,9.0,,33.0,,38.25
1167,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1168,AI진단평가,373,100.0,61.0,62.0,71.0,79.0,,74.6
1169,AI진단평가,68,68.0,,,,,,68.0
1170,AI진단평가,372,93.0,61.0,57.0,90.0,71.0,,74.4
1171,AI진단평가,331,86.0,65.0,65.0,48.0,67.0,,66.2
1172,AI진단평가,387,100.0,93.0,94.0,,100.0,,96.75
1173,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1174,AI진단평가,339,79.0,75.0,76.0,30.0,79.0,,67.8
1175,AI진단평가,269,86.0,79.0,56.0,,48.0,,67.25
1176,AI진단평가,158,79.0,79.0,0.0,,0.0,,39.5
1177,AI진단평가,265,40.0,58.0,51.0,48.0,53.0,15.0,44.16666666666666
1178,AI진단평가,358,100.0,100.0,68.0,,90.0,,89.5
1179,AI진단평가,386,79.0,86.0,60.0,90.0,71.0,,77.2
1180,AI진단평가,165,79.0,86.0,0.0,,0.0,,41.25
1181,AI진단평가,357,68.0,93.0,82.0,61.0,53.0,,71.4
1182,AI진단평가,358,86.0,100.0,82.0,,90.0,,89.5
1183,AI진단평가,295,86.0,58.0,51.0,,100.0,,73.75
1184,AI진단평가,384,100.0,100.0,94.0,,90.0,,96.0
1185,AI진단평가,61,61.0,,,,,,61.0
1186,AI진단평가,482,75.0,93.0,42.0,100.0,82.0,90.0,80.33333333333333
1187,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1188,AI진단평가,325,61.0,79.0,76.0,38.0,71.0,,65.0
1189,AI진단평가,340,68.0,47.0,83.0,71.0,71.0,,68.0
1190,AI진단평가,284,86.0,86.0,45.0,,67.0,,71.0
1191,AI진단평가,435,72.0,61.0,60.0,71.0,100.0,71.0,72.5
1192,AI진단평가,239,79.0,72.0,55.0,,33.0,,59.75
1193,AI진단평가,428,100.0,75.0,74.0,79.0,100.0,,85.6
1194,AI진단평가,58,58.0,0.0,0.0,0.0,0.0,,11.6
1195,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1196,AI진단평가,410,93.0,93.0,76.0,48.0,100.0,,82.0
1197,AI진단평가,108,68.0,40.0,0.0,0.0,0.0,,21.6
1198,AI진단평가,367,93.0,86.0,88.0,,100.0,,91.75
1199,AI진단평가,430,100.0,100.0,82.0,48.0,100.0,,86.0
1200,AI진단평가,281,93.0,18.0,46.0,53.0,38.0,33.0,46.833333333333336
1201,AI진단평가,395,100.0,86.0,23.0,48.0,90.0,48.0,65.83333333333333
1202,AI진단평가,383,86.0,54.0,76.0,67.0,100.0,,76.6
1203,AI진단평가,397,86.0,79.0,62.0,53.0,61.0,56.0,66.16666666666667
1204,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1205,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
