,시험명,전체,국어,영어,수학,과학,사회,역사,평균
1714,AI진단평가,337,79.0,72.0,65.0,30.0,53.0,38.0,56.16666666666666
1715,AI진단평가,192,61.0,93.0,23.0,,15.0,,48.0
1716,AI진단평가,165,72.0,93.0,0.0,0.0,0.0,,33.0
1717,AI진단평가,215,72.0,61.0,52.0,0.0,30.0,,43.0
1718,AI진단평가,377,79.0,100.0,74.0,45.0,79.0,,75.4
1719,AI진단평가,208,18.0,72.0,18.0,0.0,100.0,,41.6
1720,AI진단평가,129,61.0,68.0,0.0,0.0,0.0,0.0,21.5
1721,AI진단평가,335,86.0,65.0,76.0,45.0,63.0,,67.0
1722,AI진단평가,65,65.0,0.0,0.0,,0.0,,16.25
1723,AI진단평가,301,68.0,43.0,37.0,53.0,100.0,,60.2
1724,AI진단평가,257,86.0,72.0,46.0,,53.0,,64.25
1725,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1726,AI진단평가,206,79.0,72.0,32.0,,23.0,,51.5
1727,AI진단평가,161,61.0,100.0,0.0,,0.0,,40.25
1728,AI진단평가,203,51.0,18.0,43.0,30.0,61.0,,40.6
1729,AI진단평가,234,79.0,47.0,32.0,38.0,38.0,,46.8
1730,AI진단평가,278,79.0,75.0,63.0,38.0,23.0,,55.6
1731,AI진단평가,276,65.0,93.0,62.0,,56.0,,69.0
1732,AI진단평가,225,86.0,54.0,55.0,,30.0,,56.25
1733,AI진단평가,29,29.0,0.0,0.0,0.0,0.0,,5.8
1734,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1735,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1736,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1737,AI진단평가,172,86.0,86.0,0.0,0.0,0.0,,34.4
1738,AI진단평가,421,93.0,93.0,82.0,90.0,63.0,,84.2
1739,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1740,AI진단평가,102,18.0,18.0,18.0,,0.0,48.0,20.4
1741,AI진단평가,270,86.0,93.0,46.0,0.0,45.0,,54.0
1742,AI진단평가,76,29.0,47.0,0.0,0.0,0.0,,15.2
1743,AI진단평가,309,93.0,93.0,70.0,38.0,15.0,,61.8
1744,AI진단평가,411,93.0,100.0,94.0,71.0,53.0,,82.2
1745,AI진단평가,311,86.0,93.0,94.0,23.0,15.0,,62.2
1746,AI진단평가,162,36.0,58.0,23.0,15.0,30.0,,32.4
1747,AI진단평가,280,86.0,100.0,41.0,,53.0,,70.0
1748,AI진단평가,329,79.0,100.0,60.0,45.0,45.0,,65.8
1749,AI진단평가,303,51.0,86.0,60.0,45.0,61.0,,60.6
1750,AI진단평가,375,93.0,93.0,88.0,,71.0,30.0,75.0
1751,AI진단평가,417,93.0,93.0,62.0,79.0,90.0,,83.4
1752,AI진단평가,366,93.0,100.0,76.0,15.0,82.0,,73.2
1753,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1754,AI진단평가,412,93.0,93.0,76.0,71.0,79.0,,82.4
1755,AI진단평가,300,86.0,79.0,37.0,53.0,45.0,,60.0
1756,AI진단평가,348,93.0,100.0,76.0,,79.0,,87.0
1757,AI진단평가,433,86.0,93.0,82.0,71.0,53.0,48.0,72.16666666666667
1758,AI진단평가,186,100.0,86.0,0.0,0.0,0.0,,37.2
1759,AI진단평가,362,100.0,100.0,62.0,,100.0,,90.5
1760,AI진단평가,245,86.0,65.0,41.0,,53.0,,61.25
1761,AI진단평가,489,93.0,100.0,77.0,61.0,79.0,79.0,81.5
1762,AI진단평가,355,93.0,86.0,70.0,45.0,61.0,,71.0
1763,AI진단평가,179,86.0,93.0,,,,,89.5
1764,AI진단평가,260,36.0,29.0,60.0,53.0,82.0,,52.0
1765,AI진단평가,294,79.0,100.0,32.0,38.0,45.0,,58.8
1766,AI진단평가,234,50.0,79.0,52.0,,53.0,,58.5
1767,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1768,AI진단평가,389,93.0,93.0,60.0,53.0,90.0,,77.8
1769,AI진단평가,410,100.0,68.0,52.0,67.0,90.0,33.0,68.33333333333333
1770,AI진단평가,283,79.0,68.0,52.0,23.0,61.0,,56.6
1771,AI진단평가,105,51.0,54.0,0.0,0.0,0.0,,21.0
1772,AI진단평가,258,100.0,75.0,37.0,,46.0,,64.5
1773,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1774,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1775,AI진단평가,278,93.0,72.0,37.0,15.0,61.0,,55.6
1776,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1777,AI진단평가,154,72.0,50.0,32.0,,,,51.333333333333336
1778,AI진단평가,247,79.0,61.0,28.0,56.0,23.0,,49.4
1779,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1780,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1781,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1782,AI진단평가,311,93.0,79.0,61.0,33.0,45.0,,62.2
1783,AI진단평가,366,93.0,100.0,94.0,,79.0,,91.5
1784,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1785,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1786,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1787,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1788,AI진단평가,130,72.0,58.0,0.0,0.0,0.0,,26.0
1789,AI진단평가,296,86.0,86.0,57.0,,67.0,,74.0
1790,AI진단평가,186,93.0,93.0,,,,,93.0
1791,AI진단평가,186,93.0,93.0,0.0,,0.0,0.0,37.2
1792,AI진단평가,508,100.0,86.0,89.0,82.0,90.0,61.0,84.66666666666667
1793,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1794,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1795,AI진단평가,205,79.0,65.0,46.0,,15.0,,51.25
1796,AI진단평가,449,100.0,100.0,88.0,71.0,90.0,,89.8
1797,AI진단평가,100,100.0,,,,,,100.0
1798,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1799,AI진단평가,161,11.0,18.0,32.0,33.0,67.0,,32.2
1800,AI진단평가,93,93.0,0.0,0.0,,0.0,,23.25
1801,AI진단평가,154,93.0,61.0,0.0,0.0,0.0,,30.8
1802,AI진단평가,250,43.0,86.0,46.0,30.0,45.0,,50.0
1803,AI진단평가,433,100.0,100.0,82.0,90.0,61.0,,86.6
1804,AI진단평가,447,93.0,93.0,100.0,61.0,100.0,,89.4
1805,AI진단평가,228,75.0,47.0,23.0,53.0,30.0,,45.6
1806,AI진단평가,193,93.0,100.0,0.0,0.0,0.0,,38.6
1807,AI진단평가,341,93.0,86.0,71.0,45.0,46.0,,68.2
1808,AI진단평가,327,68.0,93.0,68.0,45.0,53.0,,65.4
1809,AI진단평가,309,72.0,100.0,37.0,,100.0,,77.25
1810,AI진단평가,299,86.0,86.0,37.0,,90.0,,74.75
1811,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1812,AI진단평가,368,100.0,86.0,60.0,61.0,61.0,,73.6
1813,AI진단평가,298,93.0,86.0,56.0,,63.0,,74.5
1814,AI진단평가,97,11.0,18.0,23.0,30.0,15.0,,19.4
1815,AI진단평가,122,36.0,86.0,,,,,61.0
1816,AI진단평가,291,72.0,79.0,72.0,30.0,38.0,,58.2
1817,AI진단평가,369,79.0,100.0,100.0,,90.0,,92.25
1818,AI진단평가,193,93.0,100.0,,,,,96.5
1819,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1820,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1821,AI진단평가,339,86.0,86.0,88.0,,79.0,,84.75
1822,AI진단평가,326,100.0,65.0,71.0,,90.0,,81.5
1823,AI진단평가,538,93.0,86.0,88.0,71.0,100.0,100.0,89.66666666666667
1824,AI진단평가,242,72.0,47.0,0.0,23.0,100.0,0.0,40.333333333333336
1825,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1826,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1827,AI진단평가,360,100.0,86.0,57.0,56.0,61.0,,72.0
1828,AI진단평가,376,100.0,72.0,68.0,67.0,69.0,,75.2
1829,AI진단평가,348,86.0,100.0,61.0,38.0,63.0,,69.6
1830,AI진단평가,420,100.0,93.0,100.0,45.0,82.0,,84.0
1831,AI진단평가,408,100.0,79.0,94.0,82.0,53.0,,81.6
1832,AI진단평가,186,86.0,100.0,0.0,0.0,0.0,0.0,31.0
1833,AI진단평가,352,72.0,100.0,50.0,67.0,63.0,,70.4
1834,AI진단평가,275,61.0,93.0,60.0,15.0,46.0,,55.0
1835,AI진단평가,421,100.0,86.0,74.0,61.0,100.0,,84.2
1836,AI진단평가,386,79.0,100.0,88.0,71.0,48.0,,77.2
1837,AI진단평가,223,93.0,58.0,27.0,30.0,15.0,,44.6
1838,AI진단평가,158,86.0,72.0,0.0,0.0,0.0,,31.6
1839,AI진단평가,276,79.0,93.0,51.0,,53.0,,69.0
1840,AI진단평가,388,86.0,86.0,74.0,82.0,45.0,15.0,64.66666666666667
1841,AI진단평가,415,86.0,100.0,94.0,79.0,56.0,,83.0
1842,AI진단평가,396,86.0,93.0,77.0,61.0,79.0,,79.2
1843,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1844,AI진단평가,190,11.0,68.0,32.0,,79.0,,47.5
1845,AI진단평가,420,93.0,86.0,63.0,61.0,79.0,38.0,70.0
1846,AI진단평가,362,93.0,93.0,94.0,,82.0,,90.5
1847,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1848,AI진단평가,376,79.0,93.0,66.0,90.0,48.0,,75.2
1849,AI진단평가,450,100.0,100.0,100.0,71.0,79.0,,90.0
1850,AI진단평가,331,93.0,72.0,83.0,45.0,38.0,,66.2
1851,AI진단평가,335,86.0,93.0,66.0,,90.0,,83.75
1852,AI진단평가,344,100.0,86.0,41.0,61.0,56.0,,68.8
1853,AI진단평가,18,18.0,0.0,0.0,0.0,0.0,,3.6
1854,AI진단평가,274,93.0,93.0,88.0,,,,91.33333333333331
1855,AI진단평가,275,93.0,72.0,54.0,0.0,56.0,,55.0
1856,AI진단평가,158,79.0,79.0,0.0,,0.0,,39.5
1857,AI진단평가,452,100.0,68.0,94.0,90.0,100.0,,90.4
1858,AI진단평가,394,75.0,93.0,88.0,90.0,48.0,,78.8
1859,AI진단평가,387,100.0,100.0,88.0,46.0,53.0,,77.4
1860,AI진단평가,158,86.0,72.0,0.0,,0.0,,39.5
1861,AI진단평가,458,100.0,86.0,42.0,61.0,79.0,90.0,76.33333333333333
1862,AI진단평가,380,86.0,93.0,32.0,90.0,79.0,,76.0
1863,AI진단평가,324,86.0,93.0,100.0,,45.0,,81.0
1864,AI진단평가,251,72.0,79.0,37.0,,63.0,,62.75
1865,AI진단평가,387,61.0,68.0,41.0,48.0,100.0,69.0,64.5
1866,AI진단평가,267,86.0,47.0,14.0,67.0,38.0,15.0,44.5
1867,AI진단평가,350,93.0,86.0,55.0,63.0,53.0,,70.0
1868,AI진단평가,351,79.0,100.0,32.0,79.0,61.0,,70.2
1869,AI진단평가,332,93.0,86.0,62.0,38.0,53.0,,66.4
1870,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1871,AI진단평가,432,100.0,93.0,94.0,100.0,45.0,,86.4
1872,AI진단평가,183,29.0,54.0,32.0,,30.0,38.0,36.6
1873,AI진단평가,192,47.0,43.0,42.0,30.0,15.0,15.0,32.0
1874,AI진단평가,370,61.0,65.0,62.0,82.0,100.0,,74.0
1875,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1876,AI진단평가,252,86.0,79.0,27.0,30.0,30.0,,50.4
1877,AI진단평가,292,86.0,72.0,63.0,,71.0,,73.0
1878,AI진단평가,313,100.0,93.0,42.0,45.0,33.0,,62.6
1879,AI진단평가,482,100.0,100.0,100.0,100.0,82.0,,96.4
1880,AI진단평가,165,61.0,72.0,32.0,0.0,0.0,,33.0
1881,AI진단평가,107,11.0,54.0,42.0,,,,35.666666666666664
1882,AI진단평가,147,61.0,86.0,0.0,0.0,0.0,0.0,24.5
1883,AI진단평가,404,86.0,93.0,65.0,61.0,38.0,61.0,67.33333333333333
1884,AI진단평가,281,93.0,61.0,46.0,48.0,33.0,,56.2
1885,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
1886,AI진단평가,318,93.0,79.0,71.0,30.0,45.0,,63.6
1887,AI진단평가,334,100.0,93.0,65.0,23.0,53.0,,66.8
1888,AI진단평가,517,86.0,68.0,94.0,90.0,100.0,79.0,86.16666666666667
1889,AI진단평가,411,93.0,86.0,71.0,82.0,79.0,,82.2
1890,AI진단평가,114,29.0,11.0,14.0,45.0,15.0,,22.8
1891,AI진단평가,203,40.0,58.0,37.0,38.0,30.0,,40.6
1892,AI진단평가,193,29.0,47.0,41.0,38.0,38.0,,38.6
1893,AI진단평가,135,36.0,36.0,18.0,30.0,15.0,,27.0
1894,AI진단평가,193,58.0,40.0,14.0,33.0,48.0,,38.6
1895,AI진단평가,227,54.0,36.0,23.0,61.0,53.0,,45.4
1896,AI진단평가,72,25.0,18.0,14.0,0.0,15.0,,14.4
1897,AI진단평가,110,22.0,40.0,0.0,48.0,0.0,,22.0
1898,AI진단평가,294,72.0,75.0,57.0,45.0,45.0,,58.8
1899,AI진단평가,235,54.0,54.0,18.0,79.0,30.0,,47.0
1900,AI진단평가,137,72.0,65.0,0.0,0.0,0.0,,27.4
1901,AI진단평가,376,72.0,72.0,71.0,,82.0,79.0,75.2
1902,AI진단평가,47,47.0,0.0,0.0,0.0,0.0,,9.4
1903,AI진단평가,347,93.0,93.0,77.0,46.0,38.0,,69.4
1904,AI진단평가,287,58.0,65.0,88.0,23.0,53.0,,57.4
1905,AI진단평가,299,86.0,33.0,48.0,53.0,79.0,,59.8
1906,AI진단평가,293,29.0,65.0,57.0,79.0,63.0,,58.6
1907,AI진단평가,296,65.0,36.0,94.0,63.0,38.0,,59.2
1908,AI진단평가,341,75.0,93.0,41.0,,61.0,71.0,68.2
1909,AI진단평가,321,58.0,47.0,57.0,69.0,90.0,,64.2
1910,AI진단평가,272,54.0,93.0,65.0,15.0,45.0,,54.4
1911,AI진단평가,140,54.0,47.0,9.0,15.0,15.0,,28.0
1912,AI진단평가,188,40.0,47.0,18.0,53.0,30.0,,37.6
1913,AI진단평가,290,72.0,93.0,57.0,53.0,15.0,,58.0
1914,AI진단평가,18,18.0,0.0,0.0,0.0,0.0,,3.6
1915,AI진단평가,200,11.0,40.0,48.0,53.0,48.0,,40.0
1916,AI진단평가,142,33.0,36.0,43.0,15.0,15.0,,28.4
1917,AI진단평가,345,58.0,65.0,76.0,,90.0,56.0,69.0
1918,AI진단평가,161,11.0,18.0,46.0,30.0,56.0,,32.2
1919,AI진단평가,265,43.0,36.0,51.0,,45.0,90.0,53.0
1920,AI진단평가,342,72.0,93.0,71.0,45.0,61.0,,68.4
1921,AI진단평가,242,72.0,58.0,36.0,38.0,38.0,,48.4
1922,AI진단평가,179,47.0,18.0,23.0,30.0,61.0,,35.8
1923,AI진단평가,372,47.0,93.0,94.0,67.0,71.0,,74.4
1924,AI진단평가,36,36.0,0.0,0.0,0.0,0.0,,7.2
1925,AI진단평가,243,65.0,18.0,46.0,53.0,61.0,,48.6
1926,AI진단평가,261,40.0,65.0,77.0,33.0,46.0,,52.2
1927,AI진단평가,246,54.0,36.0,62.0,56.0,38.0,,49.2
1928,AI진단평가,393,86.0,79.0,88.0,,61.0,79.0,78.6
1929,AI진단평가,227,29.0,40.0,80.0,30.0,48.0,,45.4
1930,AI진단평가,371,72.0,72.0,76.0,90.0,61.0,,74.2
1931,AI진단평가,414,93.0,86.0,100.0,82.0,53.0,,82.8
1932,AI진단평가,395,86.0,93.0,82.0,71.0,63.0,,79.0
1933,AI진단평가,207,44.0,65.0,37.0,0.0,61.0,,41.4
1934,AI진단평가,171,0.0,72.0,51.0,48.0,0.0,,34.2
1935,AI진단평가,371,79.0,100.0,83.0,71.0,38.0,,74.2
1936,AI진단평가,137,29.0,0.0,37.0,,15.0,56.0,27.4
1937,AI진단평가,326,47.0,68.0,76.0,82.0,53.0,,65.2
1938,AI진단평가,377,79.0,93.0,36.0,100.0,69.0,,75.4
1939,AI진단평가,322,58.0,79.0,94.0,61.0,30.0,,64.4
1940,AI진단평가,370,86.0,86.0,66.0,79.0,53.0,,74.0
1941,AI진단평가,311,65.0,58.0,60.0,38.0,90.0,,62.2
1942,AI진단평가,174,47.0,11.0,18.0,45.0,53.0,,34.8
1943,AI진단평가,386,93.0,86.0,57.0,71.0,79.0,,77.2
1944,AI진단평가,65,65.0,,,,,,65.0
1945,AI진단평가,265,40.0,72.0,62.0,45.0,46.0,,53.0
1946,AI진단평가,392,93.0,65.0,88.0,67.0,79.0,,78.4
1947,AI진단평가,20,11.0,0.0,9.0,0.0,0.0,,4.0
1948,AI진단평가,252,58.0,79.0,32.0,30.0,53.0,,50.4
1949,AI진단평가,361,75.0,100.0,72.0,53.0,61.0,,72.2
1950,AI진단평가,300,40.0,93.0,66.0,30.0,71.0,,60.0
1951,AI진단평가,214,72.0,47.0,57.0,23.0,15.0,,42.8
1952,AI진단평가,336,61.0,68.0,77.0,61.0,69.0,,67.2
1953,AI진단평가,252,51.0,79.0,51.0,56.0,15.0,,50.4
1954,AI진단평가,347,65.0,100.0,71.0,48.0,63.0,,69.4
1955,AI진단평가,18,18.0,0.0,0.0,0.0,0.0,,3.6
1956,AI진단평가,393,72.0,93.0,57.0,100.0,71.0,,78.6
1957,AI진단평가,191,11.0,0.0,27.0,53.0,100.0,,38.2
1958,AI진단평가,213,36.0,40.0,46.0,38.0,53.0,,42.6
1959,AI진단평가,140,68.0,72.0,0.0,0.0,0.0,,28.0
1960,AI진단평가,217,47.0,61.0,41.0,15.0,53.0,,43.4
1961,AI진단평가,373,65.0,36.0,82.0,100.0,90.0,,74.6
1962,AI진단평가,213,36.0,40.0,28.0,56.0,53.0,,42.6
1963,AI진단평가,258,65.0,51.0,82.0,30.0,30.0,,51.6
1964,AI진단평가,207,22.0,40.0,46.0,38.0,61.0,,41.4
1965,AI진단평가,149,47.0,22.0,50.0,15.0,15.0,,29.8
1966,AI진단평가,367,93.0,100.0,68.0,53.0,53.0,,73.4
1967,AI진단평가,264,40.0,79.0,43.0,46.0,56.0,,52.8
1968,AI진단평가,309,72.0,72.0,41.0,53.0,71.0,,61.8
1969,AI진단평가,199,36.0,58.0,37.0,38.0,30.0,,39.8
1970,AI진단평가,36,36.0,0.0,0.0,,0.0,0.0,7.2
1971,AI진단평가,239,47.0,51.0,32.0,48.0,61.0,,47.8
1972,AI진단평가,216,47.0,54.0,77.0,38.0,0.0,,43.2
1973,AI진단평가,332,54.0,58.0,77.0,82.0,61.0,,66.4
1974,AI진단평가,11,11.0,0.0,0.0,0.0,0.0,,2.2
1975,AI진단평가,36,36.0,0.0,0.0,0.0,0.0,,7.2
1976,AI진단평가,421,86.0,100.0,74.0,100.0,61.0,,84.2
1977,AI진단평가,380,100.0,58.0,94.0,67.0,61.0,,76.0
1978,AI진단평가,301,68.0,54.0,55.0,71.0,53.0,,60.2
1979,AI진단평가,29,29.0,,,,,,29.0
1980,AI진단평가,403,86.0,93.0,100.0,63.0,61.0,,80.6
1981,AI진단평가,295,47.0,93.0,94.0,15.0,46.0,,59.0
1982,AI진단평가,356,79.0,65.0,88.0,61.0,63.0,,71.2
1983,AI진단평가,319,68.0,100.0,83.0,45.0,23.0,,63.8
1984,AI진단평가,323,54.0,86.0,82.0,56.0,45.0,,64.6
1985,AI진단평가,247,65.0,40.0,43.0,46.0,53.0,,49.4
1986,AI진단평가,308,65.0,65.0,61.0,38.0,79.0,,61.6
1987,AI진단평가,161,61.0,86.0,14.0,,,,53.66666666666666
1988,AI진단평가,342,58.0,29.0,88.0,67.0,100.0,,68.4
1989,AI진단평가,65,65.0,,,,,,65.0
1990,AI진단평가,291,58.0,47.0,51.0,53.0,82.0,,58.2
1991,AI진단평가,223,47.0,93.0,83.0,0.0,0.0,,44.6
1992,AI진단평가,342,79.0,86.0,60.0,79.0,38.0,,68.4
1993,AI진단평가,109,36.0,11.0,9.0,30.0,23.0,,21.8
1994,AI진단평가,151,43.0,54.0,9.0,0.0,45.0,,30.2
1995,AI진단평가,315,68.0,100.0,71.0,,61.0,15.0,63.0
1996,AI진단평가,43,43.0,0.0,0.0,0.0,0.0,,8.6
1997,AI진단평가,195,0.0,36.0,66.0,48.0,45.0,,39.0
1998,AI진단평가,266,65.0,86.0,47.0,30.0,38.0,,53.2
1999,AI진단평가,325,51.0,40.0,65.0,100.0,69.0,,65.0
2000,AI진단평가,137,36.0,29.0,57.0,15.0,0.0,,27.4
2001,AI진단평가,294,86.0,65.0,80.0,33.0,30.0,,58.8
2002,AI진단평가,119,61.0,58.0,0.0,0.0,0.0,,23.8
2003,AI진단평가,382,65.0,93.0,71.0,82.0,71.0,,76.4
2004,AI진단평가,356,86.0,86.0,70.0,53.0,61.0,,71.2
2005,AI진단평가,198,29.0,33.0,37.0,61.0,38.0,,39.6
2006,AI진단평가,277,40.0,54.0,82.0,53.0,48.0,,55.4
2007,AI진단평가,166,22.0,36.0,55.0,38.0,15.0,,33.2
2008,AI진단평가,400,54.0,72.0,94.0,90.0,90.0,,80.0
2009,AI진단평가,267,47.0,72.0,42.0,61.0,45.0,,53.4
2010,AI진단평가,361,54.0,75.0,94.0,71.0,67.0,,72.2
2011,AI진단평가,119,58.0,0.0,23.0,15.0,23.0,,23.8
2012,AI진단평가,217,40.0,54.0,55.0,53.0,15.0,,43.4
2013,AI진단평가,332,43.0,93.0,82.0,53.0,61.0,,66.4
2014,AI진단평가,186,65.0,58.0,63.0,0.0,0.0,0.0,31.0
2015,AI진단평가,205,54.0,11.0,65.0,30.0,45.0,,41.0
2016,AI진단평가,301,86.0,65.0,34.0,63.0,53.0,,60.2
2017,AI진단평가,140,54.0,86.0,,,,,70.0
2018,AI진단평가,404,47.0,86.0,100.0,100.0,71.0,,80.8
2019,AI진단평가,326,72.0,79.0,74.0,30.0,71.0,,65.2
2020,AI진단평가,241,54.0,36.0,46.0,15.0,90.0,,48.2
2021,AI진단평가,472,93.0,100.0,100.0,100.0,79.0,,94.4
2022,AI진단평가,209,65.0,29.0,32.0,45.0,38.0,,41.8
2023,AI진단평가,211,68.0,72.0,18.0,15.0,38.0,,42.2
2024,AI진단평가,330,29.0,65.0,88.0,100.0,48.0,,66.0
2025,AI진단평가,101,72.0,29.0,,,,,50.5
2026,AI진단평가,310,47.0,100.0,57.0,45.0,61.0,,62.0
2027,AI진단평가,304,22.0,36.0,77.0,90.0,79.0,,60.8
2028,AI진단평가,165,36.0,29.0,40.0,30.0,30.0,,33.0
2029,AI진단평가,144,79.0,65.0,0.0,0.0,0.0,,28.8
2030,AI진단평가,54,54.0,,,,,,54.0
2031,AI진단평가,266,54.0,36.0,41.0,53.0,82.0,,53.2
2032,AI진단평가,310,40.0,86.0,60.0,53.0,71.0,,62.0
2033,AI진단평가,434,79.0,86.0,100.0,69.0,100.0,,86.8
2034,AI진단평가,108,68.0,40.0,,,,,54.0
2035,AI진단평가,79,79.0,0.0,0.0,0.0,0.0,,15.8
2036,AI진단평가,329,54.0,65.0,88.0,61.0,61.0,,65.8
2037,AI진단평가,227,65.0,47.0,9.0,45.0,61.0,,45.4
2038,AI진단평가,155,33.0,18.0,18.0,15.0,71.0,,31.0
2039,AI진단평가,373,51.0,65.0,88.0,90.0,79.0,,74.6
2040,AI진단평가,47,47.0,,,,,,47.0
2041,AI진단평가,283,40.0,40.0,32.0,71.0,100.0,,56.6
2042,AI진단평가,286,79.0,29.0,66.0,30.0,82.0,,57.2
2043,AI진단평가,192,61.0,51.0,27.0,30.0,23.0,,38.4
2044,AI진단평가,202,33.0,29.0,57.0,38.0,45.0,,40.4
2045,AI진단평가,234,54.0,47.0,65.0,15.0,53.0,,46.8
2046,AI진단평가,275,29.0,86.0,41.0,48.0,71.0,,55.0
2047,AI진단평가,303,68.0,79.0,88.0,38.0,30.0,,60.6
2048,AI진단평가,272,54.0,51.0,66.0,56.0,45.0,,54.4
2049,AI진단평가,47,47.0,0.0,0.0,0.0,0.0,,9.4
2050,AI진단평가,61,61.0,,,,,,61.0
2051,AI진단평가,187,0.0,11.0,27.0,82.0,67.0,,37.4
2052,AI진단평가,371,61.0,86.0,82.0,71.0,71.0,,74.2
2053,AI진단평가,228,86.0,54.0,88.0,0.0,0.0,,45.6
2054,AI진단평가,313,29.0,75.0,77.0,61.0,71.0,,62.6
2055,AI진단평가,398,79.0,93.0,94.0,61.0,71.0,,79.6
2056,AI진단평가,354,86.0,79.0,43.0,56.0,90.0,,70.8
2057,AI진단평가,334,47.0,93.0,62.0,61.0,71.0,,66.8
2058,AI진단평가,323,61.0,86.0,74.0,23.0,79.0,,64.6
2059,AI진단평가,398,86.0,93.0,74.0,100.0,45.0,,79.6
2060,AI진단평가,242,47.0,54.0,55.0,71.0,15.0,,48.4
2061,AI진단평가,151,79.0,72.0,0.0,0.0,0.0,,30.2
2062,AI진단평가,291,29.0,75.0,65.0,,53.0,69.0,58.2
2063,AI진단평가,260,50.0,65.0,43.0,69.0,33.0,,52.0
2064,AI진단평가,178,43.0,54.0,28.0,15.0,38.0,,35.6
2065,AI진단평가,477,93.0,100.0,94.0,90.0,100.0,,95.4
2066,AI진단평가,408,100.0,100.0,76.0,53.0,79.0,,81.6
2067,AI진단평가,282,65.0,93.0,94.0,30.0,0.0,,56.4
2068,AI진단평가,365,72.0,93.0,68.0,79.0,53.0,,73.0
2069,AI진단평가,105,65.0,40.0,0.0,0.0,0.0,,21.0
2070,AI진단평가,297,72.0,51.0,57.0,48.0,69.0,,59.4
2071,AI진단평가,72,72.0,,,,,,72.0
2072,AI진단평가,341,51.0,79.0,68.0,53.0,90.0,,68.2
2073,AI진단평가,143,22.0,54.0,14.0,23.0,30.0,,28.6
2074,AI진단평가,273,65.0,29.0,65.0,45.0,69.0,,54.6
2075,AI진단평가,213,11.0,65.0,46.0,30.0,61.0,,42.6
2076,AI진단평가,65,47.0,18.0,0.0,,0.0,0.0,13.0
2077,AI진단평가,332,58.0,65.0,71.0,38.0,100.0,,66.4
2078,AI진단평가,42,18.0,0.0,9.0,0.0,15.0,,8.4
2079,AI진단평가,47,47.0,0.0,0.0,0.0,0.0,,9.4
2080,AI진단평가,126,33.0,93.0,0.0,0.0,0.0,,25.2
2081,AI진단평가,261,54.0,47.0,51.0,38.0,71.0,,52.2
2082,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
2083,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
2084,AI진단평가,408,79.0,51.0,88.0,90.0,100.0,,81.6
2085,AI진단평가,354,58.0,79.0,77.0,61.0,79.0,,70.8
2086,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
2087,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
2088,AI진단평가,119,25.0,18.0,38.0,38.0,0.0,,23.8
2089,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
2090,AI진단평가,430,93.0,79.0,68.0,90.0,100.0,,86.0
2091,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
2092,AI진단평가,252,63.0,63.0,63.0,,63.0,,63.0
2093,AI진단평가,176,65.0,72.0,9.0,30.0,0.0,,35.2
2094,AI진단평가,251,40.0,36.0,51.0,71.0,53.0,,50.2
2095,AI진단평가,241,68.0,36.0,23.0,53.0,61.0,,48.2
2096,AI진단평가,172,72.0,100.0,0.0,0.0,0.0,,34.4
2097,AI진단평가,215,47.0,29.0,70.0,23.0,46.0,,43.0
2098,AI진단평가,259,40.0,47.0,66.0,45.0,61.0,,51.8
